ReportDate,Barrid,Factor,Exposure,DataDate
2020.05.20,DA000368,JPNEFMTRD_ANLYSTSN,-0.016208,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_BETA,0.068163,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_DIVYILD,0.018088,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_EARNQLTY,-0.004857,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_EARNVAR,0.019013,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_EARNYILD,0.067418,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_ESG,0.050167,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_FOREIGN_SENS,0.122608,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_GROWTH,-0.012788,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_INDMOM,-0.004387,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_INVSQLTY,0.067755,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_LEVERAGE,0.045187,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_LIQUIDTY,0.041273,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_LTREVRSL,0.013468,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_MIDCAP,-0.0471,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_MLFAC,-0.021939,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_MOMENTUM,-0.039381,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_PROFIT,-0.045197,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_RESVOL,-0.113347,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_SEASON,-0.017813,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_SHORTINT,-0.078064,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_STREVRSL,-0.004895,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_SIZE,0.072638,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_CROWD,0.041534,2020.05.20
2020.05.20,DA000368,JPNEFMTRD_VALUE,0.050446,2020.05.20
2020.05.21,DA000368,JPNEFMTRD_ANLYSTSN,-0.016781,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_BETA,0.067883,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_DIVYILD,0.018897,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_EARNQLTY,-0.004959,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_EARNVAR,0.019299,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_EARNYILD,0.067985,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_ESG,0.050777,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_FOREIGN_SENS,0.122806,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_GROWTH,-0.015167,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_INDMOM,-0.002369,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_INVSQLTY,0.06874,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_LEVERAGE,0.045145,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_LIQUIDTY,0.04088,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_LTREVRSL,0.012939,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_MIDCAP,-0.047629,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_MLFAC,-0.011444,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_MOMENTUM,-0.040392,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_PROFIT,-0.045559,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_RESVOL,-0.114774,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_SEASON,-0.015933,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_SHORTINT,-0.077637,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_STREVRSL,-0.0022,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_SIZE,0.073028,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_CROWD,0.040698,2020.05.21
2020.05.21,DA000368,JPNEFMTRD_VALUE,0.050471,2020.05.21
2020.05.22,DA000368,JPNEFMTRD_ANLYSTSN,-0.015927,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_BETA,0.067195,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_DIVYILD,0.018513,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_EARNQLTY,-0.003923,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_EARNVAR,0.020311,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_EARNYILD,0.068613,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_ESG,0.05127,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_FOREIGN_SENS,0.12267,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_GROWTH,-0.015031,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_INDMOM,-0.002418,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_INVSQLTY,0.068696,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_LEVERAGE,0.044906,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_LIQUIDTY,0.040639,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_LTREVRSL,0.012651,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_MIDCAP,-0.048173,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_MLFAC,-0.008262,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_MOMENTUM,-0.040801,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_PROFIT,-0.045587,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_RESVOL,-0.115578,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_SEASON,-0.004992,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_SHORTINT,-0.073224,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_STREVRSL,-2.3e-05,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_SIZE,0.073136,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_CROWD,0.04274,2020.05.22
2020.05.22,DA000368,JPNEFMTRD_VALUE,0.050145,2020.05.22
2020.05.25,DA000368,JPNEFMTRD_ANLYSTSN,-0.015836,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_BETA,0.066345,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_DIVYILD,0.020127,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_EARNQLTY,-0.004297,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_EARNVAR,0.020091,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_EARNYILD,0.069507,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_ESG,0.050859,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_FOREIGN_SENS,0.121969,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_GROWTH,-0.005576,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_INDMOM,-0.004385,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_INVSQLTY,0.068978,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_LEVERAGE,0.04582,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_LIQUIDTY,0.03982,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_LTREVRSL,0.011612,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_MIDCAP,-0.048302,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_MLFAC,-0.004768,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_MOMENTUM,-0.042451,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_PROFIT,-0.046359,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_RESVOL,-0.116245,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_SEASON,-0.011285,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_SHORTINT,-0.077837,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_STREVRSL,0.004184,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_SIZE,0.073391,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_CROWD,0.043578,2020.05.25
2020.05.25,DA000368,JPNEFMTRD_VALUE,0.052146,2020.05.25
2020.05.26,DA000368,JPNEFMTRD_ANLYSTSN,-0.016918,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_BETA,0.065715,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_DIVYILD,0.019889,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_EARNQLTY,-0.004234,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_EARNVAR,0.020438,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_EARNYILD,0.068255,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_ESG,0.050541,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_FOREIGN_SENS,0.11993,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_GROWTH,-0.00357,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_INDMOM,-0.00441,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_INVSQLTY,0.068208,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_LEVERAGE,0.046379,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_LIQUIDTY,0.039783,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_LTREVRSL,0.010583,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_MIDCAP,-0.047811,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_MLFAC,-0.004802,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_MOMENTUM,-0.043461,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_PROFIT,-0.046412,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_RESVOL,-0.115234,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_SEASON,-0.008675,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_SHORTINT,-0.076402,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_STREVRSL,0.005146,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_SIZE,0.073155,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_CROWD,0.04492,2020.05.26
2020.05.26,DA000368,JPNEFMTRD_VALUE,0.051527,2020.05.26
2020.05.27,DA000368,JPNEFMTRD_ANLYSTSN,-0.014483,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_BETA,0.066156,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_DIVYILD,0.019002,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_EARNQLTY,-0.004118,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_EARNVAR,0.019735,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_EARNYILD,0.064507,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_ESG,0.050793,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_FOREIGN_SENS,0.120279,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_GROWTH,-0.005372,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_INDMOM,-0.002561,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_INVSQLTY,0.068462,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_LEVERAGE,0.045988,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_LIQUIDTY,0.03978,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_LTREVRSL,0.00963,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_MIDCAP,-0.04813,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_MLFAC,0.000993,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_MOMENTUM,-0.044001,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_PROFIT,-0.045969,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_RESVOL,-0.113891,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_SEASON,-0.014212,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_SHORTINT,-0.074933,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_STREVRSL,0.005727,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_SIZE,0.073619,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_CROWD,0.047793,2020.05.27
2020.05.27,DA000368,JPNEFMTRD_VALUE,0.050652,2020.05.27
2020.05.28,DA000368,JPNEFMTRD_ANLYSTSN,-0.015535,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_BETA,0.068316,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_DIVYILD,0.018563,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_EARNQLTY,-0.004313,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_EARNVAR,0.019316,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_EARNYILD,0.06263,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_ESG,0.050405,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_FOREIGN_SENS,0.118385,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_GROWTH,-0.004383,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_INDMOM,0.000191,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_INVSQLTY,0.067526,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_LEVERAGE,0.045951,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_LIQUIDTY,0.039311,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_LTREVRSL,0.008326,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_MIDCAP,-0.047614,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_MLFAC,0.000633,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_MOMENTUM,-0.044916,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_PROFIT,-0.045695,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_RESVOL,-0.110488,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_SEASON,-0.001971,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_SHORTINT,-0.075347,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_STREVRSL,0.003995,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_SIZE,0.073599,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_CROWD,0.048058,2020.05.28
2020.05.28,DA000368,JPNEFMTRD_VALUE,0.050299,2020.05.28
2020.05.29,DA000368,JPNEFMTRD_ANLYSTSN,-0.015205,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_BETA,0.070867,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_DIVYILD,0.018291,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_EARNQLTY,-0.005417,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_EARNVAR,0.020555,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_EARNYILD,0.064647,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_ESG,0.049511,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_FOREIGN_SENS,0.120221,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_GROWTH,-0.004769,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_INDMOM,0.000673,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_INVSQLTY,0.068392,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_LEVERAGE,0.047,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_LIQUIDTY,0.032838,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_LTREVRSL,0.006208,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_MIDCAP,-0.047969,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_MLFAC,-0.013803,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_MOMENTUM,-0.048064,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_PROFIT,-0.046957,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_RESVOL,-0.113473,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_SEASON,0.001719,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_SHORTINT,-0.080121,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_STREVRSL,0.009256,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_SIZE,0.072793,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_CROWD,0.045355,2020.05.29
2020.05.29,DA000368,JPNEFMTRD_VALUE,0.050452,2020.05.29
2020.06.01,DA000368,JPNEFMTRD_ANLYSTSN,-0.013813,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_BETA,0.070565,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_DIVYILD,0.018726,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_EARNQLTY,-0.005907,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_EARNVAR,0.019744,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_EARNYILD,0.064713,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_ESG,0.039774,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_FOREIGN_SENS,0.117488,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_GROWTH,-0.009683,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_INDMOM,0.000633,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_INVSQLTY,0.068233,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_LEVERAGE,0.046054,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_LIQUIDTY,0.032391,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_LTREVRSL,0.004651,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_MIDCAP,-0.047993,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_MLFAC,-0.000847,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_MOMENTUM,-0.048796,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_PROFIT,-0.047208,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_RESVOL,-0.112963,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_SEASON,0.013839,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_SHORTINT,-0.07827,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_STREVRSL,0.013668,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_SIZE,0.073199,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_CROWD,0.044587,2020.06.01
2020.06.01,DA000368,JPNEFMTRD_VALUE,0.051306,2020.06.01
2020.06.02,DA000368,JPNEFMTRD_ANLYSTSN,-0.013751,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_BETA,0.069549,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_DIVYILD,0.018418,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_EARNQLTY,-0.006129,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_EARNVAR,0.018942,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_EARNYILD,0.064251,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_ESG,0.040544,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_FOREIGN_SENS,0.117161,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_GROWTH,-0.004933,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_INDMOM,-0.001767,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_INVSQLTY,0.068365,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_LEVERAGE,0.046393,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_LIQUIDTY,0.031865,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_LTREVRSL,0.003507,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_MIDCAP,-0.048501,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_MLFAC,-0.001821,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_MOMENTUM,-0.049677,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_PROFIT,-0.047442,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_RESVOL,-0.113482,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_SEASON,0.007762,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_SHORTINT,-0.077515,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_STREVRSL,0.016726,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_SIZE,0.073919,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_CROWD,0.045677,2020.06.02
2020.06.02,DA000368,JPNEFMTRD_VALUE,0.050931,2020.06.02
2020.06.03,DA000368,JPNEFMTRD_ANLYSTSN,-0.014244,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_BETA,0.068922,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_DIVYILD,0.017418,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_EARNQLTY,-0.006353,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_EARNVAR,0.019333,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_EARNYILD,0.058638,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_ESG,0.040449,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_FOREIGN_SENS,0.116826,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_GROWTH,-0.005567,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_INDMOM,-0.002857,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_INVSQLTY,0.068369,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_LEVERAGE,0.045826,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_LIQUIDTY,0.031863,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_LTREVRSL,0.002667,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_MIDCAP,-0.048166,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_MLFAC,0.004545,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_MOMENTUM,-0.049906,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_PROFIT,-0.046996,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_RESVOL,-0.114463,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_SEASON,0.014814,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_SHORTINT,-0.07998,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_STREVRSL,0.01773,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_SIZE,0.073293,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_CROWD,0.047049,2020.06.03
2020.06.03,DA000368,JPNEFMTRD_VALUE,0.050371,2020.06.03
2020.06.04,DA000368,JPNEFMTRD_ANLYSTSN,-0.014279,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_BETA,0.068924,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_DIVYILD,0.01769,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_EARNQLTY,-0.006637,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_EARNVAR,0.019243,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_EARNYILD,0.058306,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_ESG,0.040176,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_FOREIGN_SENS,0.116032,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_GROWTH,-0.004924,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_INDMOM,-0.002471,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_INVSQLTY,0.067841,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_LEVERAGE,0.045599,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_LIQUIDTY,0.032102,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_LTREVRSL,0.00077,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_MIDCAP,-0.04745,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_MLFAC,0.011601,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_MOMENTUM,-0.050579,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_PROFIT,-0.047164,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_RESVOL,-0.112625,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_SEASON,0.012362,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_SHORTINT,-0.077625,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_STREVRSL,0.016271,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_SIZE,0.072822,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_CROWD,0.046561,2020.06.04
2020.06.04,DA000368,JPNEFMTRD_VALUE,0.050514,2020.06.04
2020.06.05,DA000368,JPNEFMTRD_ANLYSTSN,-0.014732,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_BETA,0.069143,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_DIVYILD,0.018067,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_EARNQLTY,-0.006607,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_EARNVAR,0.018884,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_EARNYILD,0.057343,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_ESG,0.040807,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_FOREIGN_SENS,0.114875,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_GROWTH,-0.004314,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_INDMOM,-0.005355,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_INVSQLTY,0.068182,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_LEVERAGE,0.046056,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_LIQUIDTY,0.031981,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_LTREVRSL,0.000509,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_MIDCAP,-0.048125,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_MLFAC,0.013805,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_MOMENTUM,-0.05117,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_PROFIT,-0.047457,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_RESVOL,-0.112278,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_SEASON,0.009623,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_SHORTINT,-0.077571,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_STREVRSL,0.016284,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_SIZE,0.073951,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_CROWD,0.04905,2020.06.05
2020.06.05,DA000368,JPNEFMTRD_VALUE,0.050754,2020.06.05
2020.06.08,DA000368,JPNEFMTRD_ANLYSTSN,-0.015133,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_BETA,0.069168,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_DIVYILD,0.016932,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_EARNQLTY,-0.006604,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_EARNVAR,0.018608,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_EARNYILD,0.057181,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_ESG,0.041749,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_FOREIGN_SENS,0.114538,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_GROWTH,-0.002939,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_INDMOM,-0.009117,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_INVSQLTY,0.068116,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_LEVERAGE,0.046302,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_LIQUIDTY,0.031862,2020.06.08
2020.06.08,DA000368,JPNEFMTRD_LTREVRSL,0.000456,2020.06.08
